block,transect,year,visit,code,common.name,genus,species,quadrant,distance
6,82,2008,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
6,82,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,150
6,82,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,150
6,82,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,82,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
6,82,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,82,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,83,2008,4,B-CHSP,Chipping Sparrow,Spizella,passerina,4,150
6,83,2008,5,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,2,100
6,83,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
6,83,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
6,83,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
6,83,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
6,83,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,50
6,83,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,50
6,83,2008,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
6,83,2008,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
6,83,2008,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,150
6,83,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,150
6,83,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
6,83,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,83,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
6,83,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
6,83,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
6,83,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
6,83,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
6,83,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
6,83,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,83,2008,5,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
6,84,2008,2,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
6,84,2008,3,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
6,84,2008,4,B-CHSP,Chipping Sparrow,Spizella,passerina,1,100
6,84,2008,4,B-CHSP,Chipping Sparrow,Spizella,passerina,4,50
6,84,2008,5,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
6,84,2008,1,B-EMPD,Dusky Flycatcher,Empidonax,oberholseri,4,25
6,84,2008,3,B-EMPD,Dusky Flycatcher,Empidonax,oberholseri,4,50
6,84,2008,4,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,100
6,84,2008,4,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,50
6,84,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
6,84,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
6,84,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
6,84,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,84,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,84,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
6,84,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,84,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
6,84,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
6,84,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
6,84,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,84,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,2,75
6,84,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
6,84,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,85,2008,3,B-BBMA,Black-billed Magpie,Pica,hudsonia,3,150
6,85,2008,3,B-CHSP,Chipping Sparrow,Spizella,passerina,3,150
6,85,2008,4,B-CHSP,Chipping Sparrow,Spizella,passerina,3,75
6,85,2008,3,B-EMPD,Empidonax Flycatcher,NA,NA,4,150
6,85,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,75
6,85,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,150
6,85,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
6,85,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
6,85,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
6,85,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
6,85,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
6,85,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,85,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,2,100
6,85,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,85,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,2,100
6,85,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,85,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,85,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
6,85,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,85,2008,3,B-WETA,Western Tanager,Piranga,ludoviciana,4,150
6,86,2008,5,B-CCSP,Clay-colored Sparrow,Spizella,pallida,4,100
6,86,2008,2,B-CHSP,Chipping Sparrow,Spizella,passerina,3,50
6,86,2008,2,B-CHSP,Chipping Sparrow,Spizella,passerina,3,75
6,86,2008,5,B-EMPD,Empidonax Flycatcher,NA,NA,4,150
6,86,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,3,75
6,86,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,100
6,86,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,150
6,86,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
6,86,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,86,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
6,86,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
6,86,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
6,86,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
6,86,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,150
6,86,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,50
6,86,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
6,86,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,86,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,2,75
6,87,2008,2,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
6,87,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,100
6,87,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,100
6,87,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,150
6,87,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,150
6,87,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
6,87,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
6,87,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
6,87,2008,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,87,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,150
6,87,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
6,87,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
6,87,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,87,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
6,87,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,1,75
6,87,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,88,2008,3,B-COYE,Common Yellowthroat,Geothlypis,trichas,3,150
6,88,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,75
6,88,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,50
6,88,2008,3,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,150
6,88,2008,4,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,75
6,88,2008,4,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,2,100
6,88,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
6,88,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,88,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
6,88,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
6,88,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
6,88,2008,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
6,88,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,88,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,88,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
6,88,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
6,88,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,2,100
6,88,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
6,88,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,88,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
6,88,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
6,88,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,88,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
6,88,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,89,2008,5,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
6,89,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,75
6,89,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,2,100
6,89,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
6,89,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
6,89,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,150
6,89,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,89,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
6,89,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,2,50
6,89,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
6,89,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,89,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,89,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
6,89,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,90,2008,5,B-AMGO,American Goldfinch,Spinus,tristis,3,75
6,90,2008,3,B-CHSP,Chipping Sparrow,Spizella,passerina,1,150
6,90,2008,5,B-CHSP,Chipping Sparrow,Spizella,passerina,1,75
6,90,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
6,90,2008,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
6,90,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,150
6,90,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
6,90,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
6,90,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,90,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,90,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,90,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
6,90,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,90,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,90,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
6,91,2008,2,B-BBMA,Black-billed Magpie,Pica,hudsonia,2,75
6,91,2008,3,B-CCSP,Clay-colored Sparrow,Spizella,pallida,2,50
6,91,2008,5,B-CCSP,Clay-colored Sparrow,Spizella,pallida,1,75
6,91,2008,2,B-CHSP,Chipping Sparrow,Spizella,passerina,1,75
6,91,2008,3,B-CHSP,Chipping Sparrow,Spizella,passerina,1,100
6,91,2008,4,B-CHSP,Chipping Sparrow,Spizella,passerina,2,50
6,91,2008,4,B-EMPD,Empidonax Flycatcher,NA,NA,2,50
6,91,2008,5,B-EMPD,Empidonax Flycatcher,NA,NA,1,50
6,91,2008,4,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,75
6,91,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,91,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
6,91,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
6,91,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,91,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
6,91,2008,2,B-WAVI,Varbling Vireo,Vireo,gilvus,4,100
6,91,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,91,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
6,91,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,92,2008,2,B-AMGO,American Goldfinch,Spinus,tristis,1,50
6,92,2008,5,B-AMGO,American Goldfinch,Spinus,tristis,4,100
6,92,2008,4,B-AMRO,American Robin,Turdus,migratorius,4,100
6,92,2008,3,B-CCSP,Clay-colored Sparrow,Spizella,pallida,2,100
6,92,2008,5,B-CCSP,Clay-colored Sparrow,Spizella,pallida,2,100
6,92,2008,1,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
6,92,2008,2,B-CHSP,Chipping Sparrow,Spizella,passerina,1,75
6,92,2008,2,B-CHSP,Chipping Sparrow,Spizella,passerina,4,50
6,92,2008,2,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
6,92,2008,3,B-CHSP,Chipping Sparrow,Spizella,passerina,1,150
6,92,2008,3,B-CHSP,Chipping Sparrow,Spizella,passerina,2,100
6,92,2008,1,B-EMPD,Dusky Flycatcher,Empidonax,oberholseri,1,75
6,92,2008,3,B-EMPD,Empidonax Flycatcher,NA,NA,2,75
6,92,2008,5,B-EMPD,Empidonax Flycatcher,NA,NA,2,75
6,92,2008,5,B-EMPD,Empidonax Flycatcher,NA,NA,2,100
6,92,2008,1,B-OCWA,Orange-crowned Warbler,Oreothlypis,celata,1,50
6,92,2008,2,B-RBNU,Red-breasted Nuthatch,Sitta,canadensis,1,25
6,92,2008,4,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,75
6,92,2008,4,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,2,100
6,92,2008,4,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,50
6,92,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,50
6,92,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
6,92,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
6,92,2008,3,B-WAVI,Varbling Vireo,Vireo,gilvus,1,75
6,92,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,92,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,92,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,92,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
6,92,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,92,2008,5,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,92,2008,1,B-WETA,Western Tanager,Piranga,ludoviciana,4,100
6,92,2008,3,B-WETA,Western Tanager,Piranga,ludoviciana,4,100
6,92,2008,5,B-WWPE,Western Wood-Pewee,Contopus,sordidulus,4,100
6,93,2008,5,B-AMGO,American Goldfinch,Spinus,tristis,1,100
6,93,2008,4,B-BHCO,Brown-headed Cowbird,Molothrus,ater,4,50
6,93,2008,4,B-CEWA,Cedar Waxwing,Bombycilla,cedrorum,3,100
6,93,2008,1,B-CHSP,Chipping Sparrow,Spizella,passerina,1,75
6,93,2008,3,B-CHSP,Chipping Sparrow,Spizella,passerina,3,75
6,93,2008,4,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
6,93,2008,4,B-CHSP,Chipping Sparrow,Spizella,passerina,3,50
6,93,2008,5,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
6,93,2008,1,B-EMPD,Dusky Flycatcher,Empidonax,oberholseri,1,100
6,93,2008,3,B-EMPD,Empidonax Flycatcher,NA,NA,3,25
6,93,2008,4,B-EMPD,Empidonax Flycatcher,NA,NA,3,100
6,93,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,75
6,93,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,2,75
6,93,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,3,75
6,93,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,75
6,93,2008,4,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,3,75
6,93,2008,4,B-SPTO,Spotted Towhee,Pipilo,maculatus,4,50
6,93,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,150
6,93,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,150
6,93,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
6,93,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
6,93,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
6,93,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,93,2008,3,B-WAVI,Varbling Vireo,Vireo,gilvus,1,100
6,93,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,2,100
6,93,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
6,93,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
6,93,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,93,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,2,100
6,93,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,93,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
6,93,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,93,2008,5,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,93,2008,4,B-WIWA,Wilson's Warbler,Cardellina,pusilla,3,75
6,94,2008,2,B-CHSP,Chipping Sparrow,Spizella,passerina,1,75
6,94,2008,2,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
6,94,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,75
6,94,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,50
6,94,2008,4,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,2,75
6,94,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
6,94,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
6,94,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
6,94,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
6,94,2008,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
6,94,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
6,94,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
6,94,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
6,94,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
6,94,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
6,94,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,94,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,94,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,95,2008,4,B-CHSP,Chipping Sparrow,Spizella,passerina,3,100
6,95,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,75
6,95,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,2,75
6,95,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,100
6,95,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,75
6,95,2008,3,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,50
6,95,2008,5,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,75
6,95,2008,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,150
6,95,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
6,95,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,95,2008,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
6,95,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
6,95,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
6,95,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
6,95,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,95,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,95,2008,3,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
6,95,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,95,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
6,96,2008,2,B-CHSP,Chipping Sparrow,Spizella,passerina,1,75
6,96,2008,2,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
6,96,2008,5,B-CHSP,Chipping Sparrow,Spizella,passerina,2,100
6,96,2008,1,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,3,25
6,96,2008,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,3,75
6,96,2008,3,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,3,75
6,96,2008,3,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,75
6,96,2008,4,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,50
6,96,2008,5,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,3,100
6,96,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
6,96,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,50
6,96,2008,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,96,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
6,96,2008,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
6,96,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
6,96,2008,5,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
6,96,2008,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,75
6,96,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
6,96,2008,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
6,96,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
6,96,2008,4,B-WEME,Western Meadowlark,Sturnella,neglecta,4,75
1,1,2009,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
1,1,2009,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
1,1,2009,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,50
1,1,2009,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
1,1,2009,1,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
1,1,2009,2,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
1,1,2009,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
1,1,2009,4,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
1,1,2009,4,B-WEME,Western Meadowlark,Sturnella,neglecta,3,75
1,2,2009,3,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
1,2,2009,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
1,2,2009,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
1,2,2009,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
1,2,2009,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
1,2,2009,1,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
1,2,2009,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
1,2,2009,4,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
1,3,2009,1,B-CHSP,Chipping Sparrow,Spizella,passerina,3,25
1,3,2009,2,B-CHSP,Chipping Sparrow,Spizella,passerina,3,25
1,3,2009,2,B-CHSP,Chipping Sparrow,Spizella,passerina,3,75
1,3,2009,3,B-CHSP,Chipping Sparrow,Spizella,passerina,2,75
1,3,2009,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,50
1,3,2009,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,50
1,3,2009,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
1,3,2009,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,50
1,3,2009,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
1,3,2009,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
1,3,2009,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
1,3,2009,1,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
1,3,2009,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
1,3,2009,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
1,3,2009,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
1,4,2009,1,B-CHSP,Chipping Sparrow,Spizella,passerina,4,50
1,4,2009,4,B-CHSP,Chipping Sparrow,Spizella,passerina,3,75
1,4,2009,1,B-MOBL,Mountain Bluebird,Sailia,currucoides,2,75
1,4,2009,1,B-WEME,Western Meadowlark,Sturnella,neglecta,1,50
1,5,2009,2,B-MOBL,Mountain Bluebird,Sailia,currucoides,3,75
1,5,2009,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,150
1,5,2009,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
1,5,2009,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
1,5,2009,1,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
1,5,2009,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
1,5,2009,2,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
1,5,2009,3,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
1,6,2009,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
1,6,2009,4,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
